"Source","Statistic","df1","df2","Test.Comparison","Value","Reported.Comparison","Reported.P.Value","Computed","Raw","Error","DecisionError","OneTail","OneTailedInTxt","CopyPaste","APAfactor","publication_year","publication_month","first_author","competing_interest_boolean"
"10.1371_journal.pone.0029397","F",1,45,"=",4.7,"=",0.036,0.0354903082553358,"F (1, 45) = 4.70, p = .036",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
"10.1371_journal.pone.0029397","F",1,45,"=",4.26,"=",0.045,0.0448142667198247,"F (1, 45) = 4.26, p = .045",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
"10.1371_journal.pone.0029397","F",1,45,"=",18.55,"=",0,8.85796357428591e-05,"F (1, 45) = 18.55, p = .000",TRUE,FALSE,FALSE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
"10.1371_journal.pone.0029397","F",1,45,"=",13.01,"=",0.001,0.000773276996307485,"F (1, 45) = 13.01, p = .001",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
"10.1371_journal.pone.0029397","F",1,45,"=",22.31,"=",0,2.29706416446349e-05,"F (1, 45) = 22.31, p = .000",TRUE,FALSE,FALSE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
"10.1371_journal.pone.0029397","F",1,45,"=",6.49,"=",0.014,0.0143350822422612,"F (1, 45) = 6.49, p = .014",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
"10.1371_journal.pone.0029397","F",1,45,"=",9.19,"=",0.004,0.00402707069060087,"F (1, 45) = 9.19, p = .004",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
"10.1371_journal.pone.0029397","F",10,225,"=",2.04,"=",0.05,0.0304997984045801,"F (10, 225) = 2.04, p = .05",TRUE,FALSE,FALSE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
"10.1371_journal.pone.0029397","F",3.82,171.85,"=",50.06,"=",0,4.14542034820442e-27,"F (3.82, 171.85) = 50.06, p = .000",TRUE,FALSE,FALSE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
"10.1371_journal.pone.0029397","F",3.73,175.28,"=",37.7,"=",0,9.72348702372333e-22,"F (3.73, 175.28) = 37.70, p = .000",TRUE,FALSE,FALSE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
"10.1371_journal.pone.0029397","F",2.8,125.75,"=",22.93,"=",0.001,2.12117342089605e-11,"F (2.80, 125.75) = 22.93, p = .001",TRUE,FALSE,TRUE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
"10.1371_journal.pone.0029397","F",1,45,"=",13.35,"=",0.001,0.000672229882801279,"F (1, 45) = 13.35, p = .001",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
"10.1371_journal.pone.0029397","F",1,45,"=",28.72,"=",0,2.75904811105228e-06,"F (1, 45) = 28.72, p = .000",TRUE,FALSE,FALSE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
"10.1371_journal.pone.0029397","F",1,45,"=",46.71,"=",0,1.79401812432961e-08,"F (1, 45) = 46.71, p = .000",TRUE,FALSE,FALSE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
"10.1371_journal.pone.0029397","F",1,45,"=",60.34,"=",0,7.51967575575263e-10,"F (1, 45) = 60.34, p = .000",TRUE,FALSE,FALSE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
"10.1371_journal.pone.0029397","F",1,45,"=",8.3,"=",0.006,0.00605334252388543,"F (1, 45) = 8.30, p = .006",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
"10.1371_journal.pone.0029397","F",1,45,"=",88.05,"=",0,3.67201809036675e-12,"F (1, 45) = 88.05, p = .000",TRUE,FALSE,FALSE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
"10.1371_journal.pone.0029397","F",1,45,"=",91.74,"=",0,1.97149536122595e-12,"F (1, 45) = 91.74, p = .000",TRUE,FALSE,FALSE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
"10.1371_journal.pone.0029397","F",1,45,"=",13.2,"=",0.001,0.00071498093952691,"F (1, 45) = 13.20, p = .001",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
"10.1371_journal.pone.0029397","F",1,45,"=",100.73,"=",0,4.63988996714702e-13,"F (1, 45) = 100.73, p = .000",TRUE,FALSE,FALSE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
"10.1371_journal.pone.0029397","F",1,45,"=",97.58,"=",0,7.62196560084938e-13,"F (1, 45) = 97.58, p = .000",TRUE,FALSE,FALSE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
"10.1371_journal.pone.0029397","F",1,45,"=",3.58,"=",0.065,0.0649239577941088,"F (1, 45) = 3.58, p = .065",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
"10.1371_journal.pone.0029397","F",1,45,"=",87.31,"=",0,4.16857882503147e-12,"F (1, 45) = 87.31, p = .000",TRUE,FALSE,FALSE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
"10.1371_journal.pone.0029397","F",1,45,"=",85.31,"=",0,5.89443547155145e-12,"F (1, 45) = 85.31, p = .000",TRUE,FALSE,FALSE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
"10.1371_journal.pone.0029397","F",1,45,"=",5.19,"=",0.027,0.0275162213932402,"F (1, 45) = 5.19, p = .027",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
"10.1371_journal.pone.0033906","t",NA,45,"=",-2.22,"<",0.05,0.0314998042491566,"t (45) = -2.22, p <.05",FALSE,FALSE,FALSE,FALSE,FALSE,0.07,"2012","03","Chao Hu",FALSE
"10.1371_journal.pone.0034147","t",NA,231,"=",-57.98,"<",0.001,1.20310712604605e-139,"t (231) = -57.98, p<0.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.48,"2012","05","Yan-fang Shi",FALSE
"10.1371_journal.pone.0034147","t",NA,231,"=",-30.97,"<",0.001,3.40130072576451e-84,"t (231) = -30.97, p<0.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.48,"2012","05","Yan-fang Shi",FALSE
"10.1371_journal.pone.0034147","t",NA,231,"=",-30.96,"<",0.001,3.61227227885063e-84,"t (231) = -30.96, p<0.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.48,"2012","05","Yan-fang Shi",FALSE
"10.1371_journal.pone.0034147","t",NA,231,"=",-27.68,"<",0.001,2.60041061960834e-75,"t (231) = -27.68, p<0.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.48,"2012","05","Yan-fang Shi",FALSE
"10.1371_journal.pone.0034147","F",2,230,"=",12.14,"<",0.001,9.72294490439062e-06,"F (2, 230) = 12.14, p <0.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.48,"2012","05","Yan-fang Shi",FALSE
"10.1371_journal.pone.0034147","F",2,230,"=",10.25,"<",0.001,5.44267207631277e-05,"F (2, 230) = 10.25, p <0.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.48,"2012","05","Yan-fang Shi",FALSE
"10.1371_journal.pone.0034147","F",2,230,"=",9.86,"<",0.001,7.79055902264816e-05,"F (2, 230) = 9.86, p <0.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.48,"2012","05","Yan-fang Shi",FALSE
"10.1371_journal.pone.0034147","F",2,230,"=",12.43,"<",0.001,7.48183426079982e-06,"F (2, 230) = 12.43, p <0.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.48,"2012","05","Yan-fang Shi",FALSE
"10.1371_journal.pone.0034147","F",2,230,"=",24.11,"<",0.001,3.1191863373346e-10,"F (2, 230) = 24.11, p <0.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.48,"2012","05","Yan-fang Shi",FALSE
"10.1371_journal.pone.0034147","F",2,230,"=",45.53,"<",0.001,2.1942594927417e-17,"F (2, 230) = 45.53, p <0.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.48,"2012","05","Yan-fang Shi",FALSE
"10.1371_journal.pone.0034147","F",2,230,"=",89.63,"<",0.001,1.65493770908611e-29,"F (2, 230) = 89.63, p <0.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.48,"2012","05","Yan-fang Shi",FALSE
"10.1371_journal.pone.0034147","F",2,230,"=",106.65,"<",0.001,1.69224033592377e-33,"F (2, 230) = 106.65, p <0.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.48,"2012","05","Yan-fang Shi",FALSE
"10.1371_journal.pone.0035633","t",NA,46,"=",-3,"<",0.01,0.0043483631171254,"t (46) = -3.00, p <.01",FALSE,FALSE,FALSE,FALSE,FALSE,0.2,"2012","04","Jonathan M Adler",FALSE
"10.1371_journal.pone.0035727","t",NA,14,"=",-12.92,"<",0.05,3.60368898794218e-09,"t (14) = -12.92, p <.05",FALSE,FALSE,FALSE,FALSE,FALSE,0.7,"2012","04","Masami Horikawa",FALSE
"10.1371_journal.pone.0035727","F",1,14,"=",27.68,"<",0.01,0.000120371398144598,"F (1, 14) = 27.68, p <.01",FALSE,FALSE,FALSE,FALSE,FALSE,0.7,"2012","04","Masami Horikawa",FALSE
"10.1371_journal.pone.0035727","F",1,14,"=",5.68,"<",0.05,0.0318729458746083,"F (1, 14) = 5.68, p <.05",FALSE,FALSE,FALSE,FALSE,FALSE,0.7,"2012","04","Masami Horikawa",FALSE
"10.1371_journal.pone.0035727","F",1,14,"=",5.75,"<",0.05,0.0309923874567319,"F (1, 14) = 5.75, p <.05",FALSE,FALSE,FALSE,FALSE,FALSE,0.7,"2012","04","Masami Horikawa",FALSE
"10.1371_journal.pone.0035727","F",1,14,"=",3.29,"<",0.09,0.0911890821501832,"F (1, 14) = 3.29, p <.09",TRUE,FALSE,FALSE,FALSE,FALSE,0.7,"2012","04","Masami Horikawa",FALSE
"10.1371_journal.pone.0035727","F",1,28,"=",8.72,"<",0.01,0.00630847345990263,"F (1, 28) = 8.72, p <.01",FALSE,FALSE,FALSE,FALSE,FALSE,0.7,"2012","04","Masami Horikawa",FALSE
"10.1371_journal.pone.0035727","F",1,28,"=",3.79,"<",0.06,0.0616549730637091,"F (1, 28) = 3.79, p <.06",TRUE,FALSE,FALSE,FALSE,FALSE,0.7,"2012","04","Masami Horikawa",FALSE
"10.1371_journal.pone.0035854","F",11,82,"=",0.84,">",0.1,0.601070929885189,"F (11, 82) = .84, p >.10",FALSE,FALSE,FALSE,FALSE,FALSE,0.67,"2012","04","Antonia A Paschali",FALSE
"10.1371_journal.pone.0035854","F",11,82,"=",9.45,"<",0.001,9.70020798631167e-11,"F (11, 82) = 9.45, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.67,"2012","04","Antonia A Paschali",FALSE
"10.1371_journal.pone.0035854","F",11,82,"=",6.84,"<",0.001,4.82751454765675e-08,"F (11, 82) = 6.84, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.67,"2012","04","Antonia A Paschali",FALSE
"10.1371_journal.pone.0035854","F",11,82,"=",1.1,">",0.1,0.371900322765828,"F (11, 82) = 1.10, p >.10",FALSE,FALSE,FALSE,FALSE,FALSE,0.67,"2012","04","Antonia A Paschali",FALSE
"10.1371_journal.pone.0035854","F",1,92,"=",15.17,"<",0.001,0.00018608516550968,"F (1, 92) = 15.17, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.67,"2012","04","Antonia A Paschali",FALSE
"10.1371_journal.pone.0035854","F",1,92,"=",22.46,"<",0.001,7.78785134926366e-06,"F (1, 92) = 22.46, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.67,"2012","04","Antonia A Paschali",FALSE
"10.1371_journal.pone.0035854","F",1,92,"=",10.84,"<",0.005,0.00141015287107472,"F (1, 92) = 10.84, p <.005",FALSE,FALSE,FALSE,FALSE,FALSE,0.67,"2012","04","Antonia A Paschali",FALSE
"10.1371_journal.pone.0035854","F",1,92,"=",8.31,"<",0.01,0.00490792328677809,"F (1, 92) = 8.31, p <.01",FALSE,FALSE,FALSE,FALSE,TRUE,0.67,"2012","04","Antonia A Paschali",FALSE
"10.1371_journal.pone.0035854","F",1,92,"=",17.39,"<",0.001,6.88220129975027e-05,"F (1, 92) = 17.39, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.67,"2012","04","Antonia A Paschali",FALSE
"10.1371_journal.pone.0035854","F",1,92,"=",9.38,"<",0.005,0.00287679115452006,"F (1, 92) = 9.38, p <.005",FALSE,FALSE,FALSE,FALSE,FALSE,0.67,"2012","04","Antonia A Paschali",FALSE
"10.1371_journal.pone.0035854","F",1,92,"=",7.01,"<",0.01,0.00953708610638815,"F (1, 92) = 7.01, p <.01",FALSE,FALSE,FALSE,FALSE,FALSE,0.67,"2012","04","Antonia A Paschali",FALSE
"10.1371_journal.pone.0035854","F",1,92,"=",10.04,"<",0.005,0.0020797080028312,"F (1, 92) = 10.04, p <.005",FALSE,FALSE,FALSE,FALSE,FALSE,0.67,"2012","04","Antonia A Paschali",FALSE
"10.1371_journal.pone.0035854","F",1,92,"=",5.23,"<",0.05,0.0244940647666314,"F (1, 92) = 5.23, p <.05",FALSE,FALSE,FALSE,FALSE,FALSE,0.67,"2012","04","Antonia A Paschali",FALSE
"10.1371_journal.pone.0035854","F",1,92,"=",45.58,"<",0.001,1.28994690381365e-09,"F (1, 92) = 45.58, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.67,"2012","04","Antonia A Paschali",FALSE
"10.1371_journal.pone.0035854","F",1,92,"=",17.85,"<",0.001,5.61878000543289e-05,"F (1, 92) = 17.85, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.67,"2012","04","Antonia A Paschali",FALSE
"10.1371_journal.pone.0035854","F",1,92,"=",11.68,"<",0.005,0.000942678488283422,"F (1, 92) = 11.68, p <.005",FALSE,FALSE,FALSE,FALSE,FALSE,0.67,"2012","04","Antonia A Paschali",FALSE
"10.1371_journal.pone.0035854","F",1,92,"=",8.64,"<",0.005,0.00415773625811156,"F (1, 92) = 8.64, p <.005",FALSE,FALSE,FALSE,FALSE,FALSE,0.67,"2012","04","Antonia A Paschali",FALSE
"10.1371_journal.pone.0035854","F",1,92,"=",8.31,"<",0.01,0.00490792328677809,"F (1, 92) = 8.31, p <.01",FALSE,FALSE,FALSE,FALSE,TRUE,0.67,"2012","04","Antonia A Paschali",FALSE
"10.1371_journal.pone.0035854","F",1,92,"=",4.52,"<",0.05,0.0361788733187851,"F (1, 92) = 4.52, p <.05",FALSE,FALSE,FALSE,FALSE,FALSE,0.67,"2012","04","Antonia A Paschali",FALSE
"10.1371_journal.pone.0035854","F",1,92,"=",10.12,"<",0.005,0.00199999787313138,"F (1, 92) = 10.12, p <.005",FALSE,FALSE,FALSE,FALSE,FALSE,0.67,"2012","04","Antonia A Paschali",FALSE
"10.1371_journal.pone.0035854","F",1,92,"=",10.41,"<",0.005,0.00173656165717139,"F (1, 92) = 10.41, p <.005",FALSE,FALSE,FALSE,FALSE,FALSE,0.67,"2012","04","Antonia A Paschali",FALSE
"10.1371_journal.pone.0035854","F",1,92,"=",19.28,"<",0.001,3.01134559448511e-05,"F (1, 92) = 19.28, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.67,"2012","04","Antonia A Paschali",FALSE
"10.1371_journal.pone.0038660","F",1,32,"=",122.46,"<",0.001,1.79658133568384e-12,"F(1,32) = 122.46, p<.001",FALSE,FALSE,FALSE,TRUE,FALSE,0.5,"2012","06","Erkin Asutay",FALSE
"10.1371_journal.pone.0038660","F",1,32,"=",109.66,"<",0.001,7.25037765133118e-12,"F(1,32) = 109.66, p<.001",FALSE,FALSE,FALSE,TRUE,FALSE,0.5,"2012","06","Erkin Asutay",FALSE
"10.1371_journal.pone.0038660","F",1,32,"=",4.82,"<",0.05,0.0354993910799264,"F(1,32) = 4.82, p<.05",FALSE,FALSE,FALSE,TRUE,FALSE,0.5,"2012","06","Erkin Asutay",FALSE
"10.1371_journal.pone.0038660","F",1,32,"=",5.5,"<",0.05,0.025380517381281,"F(1,32) = 5.50, p<.05",FALSE,FALSE,FALSE,TRUE,FALSE,0.5,"2012","06","Erkin Asutay",FALSE
"10.1371_journal.pone.0038660","F",1,32,"=",4.86,"<",0.05,0.0347949159667013,"F(1,32) = 4.86, p<.05",FALSE,FALSE,FALSE,TRUE,FALSE,0.5,"2012","06","Erkin Asutay",FALSE
"10.1371_journal.pone.0038660","F",1,32,"=",4.22,"<",0.05,0.0481939423000605,"F(1,32) = 4.22, p<.05",FALSE,FALSE,FALSE,TRUE,FALSE,0.5,"2012","06","Erkin Asutay",FALSE
"10.1371_journal.pone.0042169","t",NA,46,"=",-20.47,"<",0.001,9.58064569665535e-25,"t (46) = -20.47, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.88,"2012","08","Britta Lorey",FALSE
"10.1371_journal.pone.0042169","F",1,95,"<",1,"ns",NA,0.319850853604027,"F (1, 95)<1, ns",FALSE,FALSE,FALSE,FALSE,TRUE,0.88,"2012","08","Britta Lorey",FALSE
"10.1371_journal.pone.0042169","F",1,95,"<",1,"ns",NA,0.319850853604027,"F (1, 95)<1, ns",FALSE,FALSE,FALSE,FALSE,TRUE,0.88,"2012","08","Britta Lorey",FALSE
"10.1371_journal.pone.0042169","F",1,96,"<",1,"ns",NA,0.319824461002787,"F (1, 96)<1, ns",FALSE,FALSE,FALSE,FALSE,TRUE,0.88,"2012","08","Britta Lorey",FALSE
"10.1371_journal.pone.0042169","F",1,96,"<",1,"ns",NA,0.319824461002787,"F (1, 96)<1, ns",FALSE,FALSE,FALSE,FALSE,TRUE,0.88,"2012","08","Britta Lorey",FALSE
"10.1371_journal.pone.0042169","F",1,46,"=",4.42,"<",0.05,0.0410228808538251,"F (1, 46) = 4.42, p <.05",FALSE,FALSE,FALSE,FALSE,FALSE,0.88,"2012","08","Britta Lorey",FALSE
"10.1371_journal.pone.0042169","F",1,46,"=",3.204,"<",0.05,0.0800419781601884,"F (1, 46) = 3.204, p <.05",TRUE,TRUE,TRUE,FALSE,FALSE,0.88,"2012","08","Britta Lorey",FALSE
"10.1371_journal.pone.0049317","F",2,124,"=",43.28,"<",0.001,5.53146820192677e-15,"F (2, 124) = 43.28, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.88,"2012","11","Gillian Rhodes",FALSE
"10.1371_journal.pone.0049317","F",2,124,"=",9.03,"<",0.001,0.000218218838184635,"F (2, 124) = 9.03, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.88,"2012","11","Gillian Rhodes",FALSE
"10.1371_journal.pone.0049317","t",NA,34,"=",-4.09,"<",0.001,0.000249999818641903,"t (34) = -4.09, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.88,"2012","11","Gillian Rhodes",FALSE
"10.1371_journal.pone.0049317","t",NA,30,"=",-7.69,"<",0.001,1.4067876681483e-08,"t (30) = -7.69, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.88,"2012","11","Gillian Rhodes",FALSE
"10.1371_journal.pone.0049317","t",NA,30,"=",-6.71,"<",0.001,1.9534627676264e-07,"t (30) = -6.71, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.88,"2012","11","Gillian Rhodes",FALSE
"10.1371_journal.pone.0049317","F",1,62,"=",16.66,"<",0.001,0.000130132500501547,"F (1,62) = 16.66, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.88,"2012","11","Gillian Rhodes",FALSE
"10.1371_journal.pone.0049317","t",NA,64,"=",-3.77,"<",0.001,0.000358474901184844,"t (64) = -3.77, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.88,"2012","11","Gillian Rhodes",FALSE
"10.1371_journal.pone.0053815","t",NA,5,"=",-4.59,"<",0.006,0.00589361386432038,"t (5) = -4.59, p <.006",FALSE,FALSE,FALSE,FALSE,FALSE,1,"2013","01","Yuki Yamada",FALSE
"10.1371_journal.pone.0053815","t",NA,5,"=",-3.18,"<",0.03,0.0245382217943233,"t (5) = -3.18, p <.03",FALSE,FALSE,FALSE,FALSE,FALSE,1,"2013","01","Yuki Yamada",FALSE
"10.1371_journal.pone.0053815","t",NA,5,"=",-3.64,"<",0.02,0.0149034817104292,"t (5) = -3.64, p <.02",FALSE,FALSE,FALSE,FALSE,FALSE,1,"2013","01","Yuki Yamada",FALSE
"10.1371_journal.pone.0053815","t",NA,7,"=",-5.8,"<",7e-04,0.000663540514835834,"t (7) = -5.80, p <.0007",FALSE,FALSE,FALSE,FALSE,FALSE,1,"2013","01","Yuki Yamada",FALSE
"10.1371_journal.pone.0053815","t",NA,7,"=",-2.61,"<",0.04,0.0349133394554164,"t (7) = -2.61, p <.04",FALSE,FALSE,FALSE,FALSE,FALSE,1,"2013","01","Yuki Yamada",FALSE
"10.1371_journal.pone.0053815","t",NA,7,"=",-4.44,"<",0.004,0.00300770395053614,"t (7) = -4.44, p <.004",FALSE,FALSE,FALSE,FALSE,FALSE,1,"2013","01","Yuki Yamada",FALSE
"10.1371_journal.pone.0054273","F",1,26,"=",8.71,"<",0.01,0.00662238469816297,"F (1,26) = 8.71, p <0.01",FALSE,FALSE,FALSE,FALSE,FALSE,0.22,"2013","01","Eveline Geiser",FALSE
"10.1371_journal.pone.0054273","F",1,26,"=",4.72,"<",0.05,0.0391161057798105,"F (1,26) = 4.72, p <0.05",FALSE,FALSE,FALSE,FALSE,FALSE,0.22,"2013","01","Eveline Geiser",FALSE
"10.1371_journal.pone.0061098","F",1,147,"=",247.66,"<",0.01,2.46853004555656e-33,"F (1, 147) = 247.66, p<0.01",FALSE,FALSE,FALSE,FALSE,FALSE,0.06,"2013","04","Tjibeng Jap",FALSE
"10.1371_journal.pone.0062296","t",NA,31,"=",-28.1,"<",0.001,1.2811207120405e-23,"t (31) = -28.10, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.85,"2013","04","Antonio Schettino",TRUE
"10.1371_journal.pone.0062296","t",NA,37,"=",-34.02,"<",0.001,1.60734936158698e-29,"t (37) = -34.02, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.85,"2013","04","Antonio Schettino",TRUE
"10.1371_journal.pone.0062296","t",NA,37,"=",-29.6,"<",0.001,2.31756765751698e-27,"t (37) = -29.60, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.85,"2013","04","Antonio Schettino",TRUE
"10.1371_journal.pone.0062296","t",NA,37,"=",-33.15,"<",0.001,4.06914050522851e-29,"t (37) = -33.15, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.85,"2013","04","Antonio Schettino",TRUE
"10.1371_journal.pone.0062296","t",NA,37,"=",-25.97,"<",0.001,2.36078948862897e-25,"t (37) = -25.97, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.85,"2013","04","Antonio Schettino",TRUE
"10.1371_journal.pone.0062296","t",NA,37,"=",-4.73,"<",0.001,3.23841614237377e-05,"t (37) = -4.73, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.85,"2013","04","Antonio Schettino",TRUE
"10.1371_journal.pone.0062296","t",NA,37,"=",-2.97,"<",0.001,0.00520398323344873,"t (37) = -2.97, p <.001",TRUE,FALSE,FALSE,FALSE,FALSE,0.85,"2013","04","Antonio Schettino",TRUE
"10.1371_journal.pone.0062296","t",NA,20,"=",-15.84,"<",0.001,8.77428367658795e-13,"t (20) = -15.84, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.85,"2013","04","Antonio Schettino",TRUE
"10.1371_journal.pone.0062296","t",NA,20,"=",-16.36,"<",0.001,4.8066825980487e-13,"t (20) = -16.36, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.85,"2013","04","Antonio Schettino",TRUE
"10.1371_journal.pone.0062296","t",NA,20,"=",-17,"<",0.001,2.34362180307252e-13,"t (20) = -17.00, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.85,"2013","04","Antonio Schettino",TRUE
"10.1371_journal.pone.0062296","t",NA,20,"=",-16.72,"<",0.001,3.19952842942868e-13,"t (20) = -16.72, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.85,"2013","04","Antonio Schettino",TRUE
"10.1371_journal.pone.0062296","t",NA,16,"=",-23.66,"<",0.001,7.06877176377592e-14,"t (16) = -23.66, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.85,"2013","04","Antonio Schettino",TRUE
"10.1371_journal.pone.0062296","t",NA,16,"=",-19.27,"<",0.001,1.69632739464317e-12,"t (16) = -19.27, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.85,"2013","04","Antonio Schettino",TRUE
"10.1371_journal.pone.0062296","t",NA,16,"=",-16.99,"<",0.001,1.16391120258427e-11,"t (16) = -16.99, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.85,"2013","04","Antonio Schettino",TRUE
"10.1371_journal.pone.0062296","t",NA,16,"=",-14.54,"<",0.001,1.2178395528897e-10,"t (16) = -14.54, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.85,"2013","04","Antonio Schettino",TRUE
"10.1371_journal.pone.0062296","t",NA,15,"=",-19.08,"<",0.001,6.23553709685888e-12,"t (15) = -19.08, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.85,"2013","04","Antonio Schettino",TRUE
"10.1371_journal.pone.0062296","t",NA,15,"=",-13.45,"<",0.001,8.95875602610096e-10,"t (15) = -13.45, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.85,"2013","04","Antonio Schettino",TRUE
"10.1371_journal.pone.0062296","t",NA,15,"=",-15.21,"<",0.001,1.59506645715154e-10,"t (15) = -15.21, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.85,"2013","04","Antonio Schettino",TRUE
"10.1371_journal.pone.0062296","t",NA,15,"=",-9.77,"<",0.001,6.780711304854e-08,"t (15) = -9.77, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.85,"2013","04","Antonio Schettino",TRUE
"10.1371_journal.pone.0062296","t",NA,15,"=",-5.54,"<",0.001,5.66504572427409e-05,"t (15) = -5.54, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.85,"2013","04","Antonio Schettino",TRUE
"10.1371_journal.pone.0062296","t",NA,7,"=",-9.27,"<",0.001,3.51822623048147e-05,"t (7) = -9.27, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.85,"2013","04","Antonio Schettino",TRUE
"10.1371_journal.pone.0062296","t",NA,20,"=",-6.76,"<",0.001,1.41693583539285e-06,"t (20) = -6.76, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.85,"2013","04","Antonio Schettino",TRUE
"10.1371_journal.pone.0062296","t",NA,20,"=",-4.26,"<",0.001,0.000383044384495807,"t (20) = -4.26, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.85,"2013","04","Antonio Schettino",TRUE
